# Time (s), Acceleration (g)
9.169999999999999929e+00,-4.616489574378562777e-02
9.179999999999999716e+00,-7.251256397129307932e-03
9.189999999999999503e+00,-1.305973452702668090e-02
9.200000000000001066e+00,-3.257493068569754235e-03
9.210000000000000853e+00,1.346508928609982739e-02
9.220000000000000639e+00,2.468979019226053354e-02
9.230000000000000426e+00,4.863731470762959475e-02
9.240000000000000213e+00,2.611289917690833712e-02
9.250000000000000000e+00,4.540737722304843960e-02
9.259999999999999787e+00,1.164134214295972775e-01
9.269999999999999574e+00,1.084201583442591516e-01
9.279999999999999361e+00,4.194309322354246999e-02
9.290000000000000924e+00,-1.217761519089166980e-02
9.300000000000000711e+00,-1.718669544055969126e-02
9.310000000000000497e+00,-2.124767710505799656e-02
9.320000000000000284e+00,-3.618059078062436928e-02
9.330000000000000071e+00,-5.212424297844766435e-03
9.339999999999999858e+00,2.026409797872991136e-02
9.349999999999999645e+00,1.343990465046773428e-03
9.359999999999999432e+00,-6.308207526973649837e-02
9.370000000000000995e+00,-1.148986643247664474e-01
9.380000000000000782e+00,-8.786642611461781271e-02
9.390000000000000568e+00,-6.151388688783117342e-02
9.400000000000000355e+00,-5.728096947010066775e-02
9.410000000000000142e+00,-5.956457065283202179e-02
9.419999999999999929e+00,-9.357283681939097819e-02
9.429999999999999716e+00,-8.462423485420832170e-02
9.439999999999999503e+00,-2.629046201027787980e-02
9.450000000000001066e+00,8.513130750257755924e-03
9.460000000000000853e+00,3.780154307426095844e-02
9.470000000000000639e+00,7.551757780520416963e-02
9.480000000000000426e+00,9.139410942891931788e-02
9.490000000000000213e+00,6.042192175685363875e-02
9.500000000000000000e+00,1.416911781585693947e-02
9.509999999999999787e+00,2.133505565874243420e-02
9.519999999999999574e+00,6.697167638961767921e-02
9.529999999999999361e+00,9.877218143991653432e-02
9.540000000000000924e+00,9.331665241031267266e-02
9.550000000000000711e+00,6.099242419531284570e-02
9.560000000000000497e+00,6.217094752165359256e-02
9.570000000000000284e+00,9.396422920629261821e-02
9.580000000000000071e+00,1.091859028151128119e-01
9.589999999999999858e+00,1.345332992460421817e-01
9.599999999999999645e+00,1.662527029572327120e-01
9.609999999999999432e+00,1.666512712089512072e-01
9.620000000000000995e+00,1.430394892527257489e-01
9.630000000000000782e+00,8.821053806524477292e-02
9.640000000000000568e+00,1.661581281844827507e-02
9.650000000000000355e+00,-3.760254166667161002e-02
9.660000000000000142e+00,-5.516365565887523803e-02
9.669999999999999929e+00,-3.155336261199672560e-02
9.679999999999999716e+00,-4.098487159666923396e-02
9.689999999999999503e+00,-8.894721864165072711e-02
9.700000000000001066e+00,-8.893489600217009683e-02
9.710000000000000853e+00,-5.634069544975382759e-02
9.720000000000000639e+00,-3.439149415085050732e-02
9.730000000000000426e+00,-3.743443637166757321e-02
9.740000000000000213e+00,-4.455947488183125554e-02
9.750000000000000000e+00,-2.179601941789091613e-02
9.759999999999999787e+00,-1.857599035028110329e-02
9.769999999999999574e+00,-4.239800467198141104e-02
9.779999999999999361e+00,-6.270012094442040107e-02
9.790000000000000924e+00,-7.516233512169596953e-02
9.800000000000000711e+00,-3.280822877139172311e-02
9.810000000000000497e+00,2.762989531380148980e-02
9.820000000000000284e+00,2.631306657793682988e-02
9.830000000000000071e+00,1.052935059786542019e-02
9.839999999999999858e+00,2.345810975161460171e-02
9.849999999999999645e+00,2.220449960419914465e-02
9.859999999999999432e+00,8.952049863600861079e-03
9.870000000000000995e+00,1.940182147963837381e-02
9.880000000000000782e+00,2.914159606675043729e-02
9.890000000000000568e+00,1.667886916435612835e-02
9.900000000000000355e+00,-7.166085182100559448e-03
9.910000000000000142e+00,-3.057448057646883210e-02
9.919999999999999929e+00,-4.766436616589367348e-02
9.929999999999999716e+00,-5.435717991310720643e-02
9.939999999999999503e+00,-3.224544555286337766e-02
9.950000000000001066e+00,-4.490257538955006594e-03
9.960000000000000853e+00,-7.640098944716424562e-03
9.970000000000000639e+00,-2.129633959055380818e-02
9.980000000000000426e+00,-2.268176101127396607e-02
9.990000000000000213e+00,-1.614676555380518616e-02
1.000000000000000000e+01,-1.104624772900975396e-02
1.000999999999999979e+01,-5.099021513988454685e-03
1.001999999999999957e+01,-3.540265297738699052e-03
1.002999999999999936e+01,-1.024377662345609188e-02
1.004000000000000092e+01,-1.139605518086506813e-02
1.005000000000000071e+01,-5.582324117102410721e-03
1.006000000000000050e+01,4.876546665902245503e-03
1.007000000000000028e+01,1.303678273835767558e-02
1.008000000000000007e+01,2.013331202147553706e-02
1.008999999999999986e+01,1.769446301458395612e-02
1.009999999999999964e+01,-3.517231688597145453e-03
1.010999999999999943e+01,2.843613119304809131e-04
1.012000000000000099e+01,2.142141079597515221e-02
1.013000000000000078e+01,2.580877843852094275e-02
1.014000000000000057e+01,3.201017633535328810e-02
1.015000000000000036e+01,2.436035244782010223e-02
1.016000000000000014e+01,-6.089734675669367103e-03
1.016999999999999993e+01,-3.440025492640488847e-02
1.017999999999999972e+01,-5.024168658565456719e-02
1.018999999999999950e+01,-4.731477439397628604e-02
1.020000000000000107e+01,-3.725428996597651005e-02
1.021000000000000085e+01,-4.599850887128860422e-02
1.022000000000000064e+01,-6.596436904817504221e-02
1.023000000000000043e+01,-6.154751571098103502e-02
1.024000000000000021e+01,-4.700114246307134092e-02
1.025000000000000000e+01,-4.859576891037616087e-02
1.025999999999999979e+01,-5.196810733660444520e-02
1.026999999999999957e+01,-5.934613476965198281e-02
1.027999999999999936e+01,-6.169363873598648212e-02
1.029000000000000092e+01,-5.264667379228178679e-02
1.030000000000000071e+01,-4.736583972898762707e-02
1.031000000000000050e+01,-3.064193082831193765e-02
1.032000000000000028e+01,-8.791577259574540754e-03
1.033000000000000007e+01,1.184654155378095028e-02
1.033999999999999986e+01,3.900462749566226822e-02
1.034999999999999964e+01,4.616465928177707068e-02
1.035999999999999943e+01,5.355334397641475785e-02
1.037000000000000099e+01,7.644394007008831204e-02
1.038000000000000078e+01,6.850152538239272226e-02
1.039000000000000057e+01,4.747897554140278337e-02
1.040000000000000036e+01,3.849122468463768432e-02
1.041000000000000014e+01,2.035048740042793083e-02
1.041999999999999993e+01,1.393053967964251807e-02
1.042999999999999972e+01,2.047770921625165913e-02
1.043999999999999950e+01,1.462666063664667428e-02
1.045000000000000107e+01,4.609277431334326061e-03
1.046000000000000085e+01,-7.166335095619586273e-03
1.047000000000000064e+01,-9.560746813885219811e-03
1.048000000000000043e+01,-2.867310664970102070e-03
1.049000000000000021e+01,-3.171136283565028843e-03
1.050000000000000000e+01,-2.388009634343555079e-03
1.050999999999999979e+01,-1.093729383247863708e-02
1.051999999999999957e+01,-1.635913133459598878e-02
1.052999999999999936e+01,-1.167350198523121191e-02
1.054000000000000092e+01,-3.311762353722733782e-02
1.055000000000000071e+01,-4.786334018877930890e-02
1.056000000000000050e+01,-3.880684580501307657e-02
1.057000000000000028e+01,-4.353486843896607617e-02
1.058000000000000007e+01,-5.206923340853023691e-02
1.058999999999999986e+01,-5.613208867141118719e-02
1.059999999999999964e+01,-4.805508659087379814e-02
1.060999999999999943e+01,-1.779068665556319054e-02
1.062000000000000099e+01,7.950893618269996507e-03
1.063000000000000078e+01,6.801723480533029137e-03
1.064000000000000057e+01,-3.570098201329183207e-03
1.065000000000000036e+01,1.667614879051476998e-02
1.066000000000000014e+01,4.160987829893611489e-02
1.066999999999999993e+01,3.004555685506133528e-02
1.067999999999999972e+01,2.281676994138603573e-02
1.068999999999999950e+01,2.845831922540438888e-02
1.070000000000000107e+01,2.346125437186084156e-02
1.071000000000000085e+01,2.212082271677145995e-02
1.072000000000000064e+01,1.377412660400921356e-02
1.073000000000000043e+01,6.854109494491280978e-03
1.074000000000000021e+01,2.053127728058663781e-02
1.075000000000000000e+01,1.506285246732941632e-02
1.075999999999999979e+01,-1.713736961166414247e-02
1.076999999999999957e+01,-3.905045284265679095e-02
1.077999999999999936e+01,-3.777495860423565888e-02
1.079000000000000092e+01,-2.989931956395194129e-02
1.080000000000000071e+01,-2.762912816037670083e-02
1.081000000000000050e+01,-2.091964715785645315e-02
1.082000000000000028e+01,-2.459619140621614741e-02
1.083000000000000007e+01,-3.249151991351970081e-02
1.083999999999999986e+01,-1.743378953384096958e-02
1.084999999999999964e+01,-6.381764670145676638e-03
1.085999999999999943e+01,-3.956501615420093647e-04
1.087000000000000099e+01,1.472161424865128451e-02
1.088000000000000078e+01,1.839473724737727620e-02
1.089000000000000057e+01,1.775795402767711348e-02
1.090000000000000036e+01,2.251104800304699546e-02
1.091000000000000014e+01,3.081878407796513619e-02
1.091999999999999993e+01,4.671962885446214603e-02
1.092999999999999972e+01,4.983729213285853499e-02
1.093999999999999950e+01,3.310589106428529077e-02
1.095000000000000107e+01,2.558907246253958739e-02
1.096000000000000085e+01,2.676762514238056542e-02
1.097000000000000064e+01,2.721347686078479447e-02
1.098000000000000043e+01,3.910465313228759371e-02
1.099000000000000021e+01,4.886145400745849077e-02
1.100000000000000000e+01,4.869356382886543683e-02
1.100999999999999979e+01,3.910947453192927664e-02
1.101999999999999957e+01,1.707423788553909250e-02
1.102999999999999936e+01,6.752072903423292360e-03
1.104000000000000092e+01,3.607987215342244904e-03
1.105000000000000071e+01,-3.174184133101845551e-03
1.106000000000000050e+01,-9.587114258021800853e-04
1.107000000000000028e+01,-9.674460784993579865e-03
1.108000000000000007e+01,-2.944291965387910853e-02
1.108999999999999986e+01,-3.236497276830162945e-02
1.109999999999999964e+01,-2.815205071406457968e-02
1.110999999999999943e+01,-2.842324442346802482e-02
1.112000000000000099e+01,-2.243717344719506346e-02
1.113000000000000078e+01,-9.381185111910722227e-03
1.114000000000000057e+01,2.741016956188042572e-03
1.115000000000000036e+01,4.815793078693730855e-03
1.116000000000000014e+01,-5.894146711181366682e-03
1.116999999999999993e+01,-1.007029366989469280e-02
1.117999999999999972e+01,6.554269755627050234e-03
1.118999999999999950e+01,2.695785929755427704e-02
1.120000000000000107e+01,2.912025263426779031e-02
1.121000000000000085e+01,2.437515818275986373e-02
1.122000000000000064e+01,3.254399740966976151e-02
1.123000000000000043e+01,3.063823835938103354e-02
1.124000000000000021e+01,1.065136343975139205e-02
1.125000000000000000e+01,1.338562572164659140e-03
1.125999999999999979e+01,3.479921405793590106e-04
1.126999999999999957e+01,4.841956260816446256e-03
1.127999999999999936e+01,1.101287349492792965e-02
1.129000000000000092e+01,-3.323639365115280651e-03
1.130000000000000071e+01,-1.725012924924619259e-02
1.131000000000000050e+01,-1.375298879241498157e-02
1.132000000000000028e+01,-1.115963693614044870e-02
1.133000000000000007e+01,-1.064136416939027302e-02
1.133999999999999986e+01,-9.725893864143714262e-03
1.134999999999999964e+01,-8.579887275314435763e-03
1.135999999999999943e+01,-1.173034534165047667e-02
1.137000000000000099e+01,-2.165089231639472089e-02
1.138000000000000078e+01,-2.610533386088014288e-02
1.139000000000000057e+01,-2.598144974957119005e-02
1.140000000000000036e+01,-2.034545973337092278e-02
1.141000000000000014e+01,-9.086216743540539292e-03
1.141999999999999993e+01,-5.766106659079762130e-03
1.142999999999999972e+01,-6.803972512923855444e-03
1.143999999999999950e+01,-5.505192249663260450e-03
1.145000000000000107e+01,1.628837218978549002e-03
1.146000000000000085e+01,1.292475708757065585e-02
1.147000000000000064e+01,1.805780813831702261e-02
1.148000000000000043e+01,2.586008547413989889e-02
1.149000000000000021e+01,3.168488524415484509e-02
1.150000000000000000e+01,2.272344902541175576e-02
1.150999999999999979e+01,1.916130479102641851e-02
1.151999999999999957e+01,1.854302568939273851e-02
1.152999999999999936e+01,6.820415657482688764e-03
1.154000000000000092e+01,2.366497292107883413e-04
1.155000000000000071e+01,-2.869093250210988724e-03
1.156000000000000050e+01,-8.062223560428790486e-03
1.157000000000000028e+01,-6.735634105247273462e-03
1.158000000000000007e+01,-8.228009474412149860e-03
1.158999999999999986e+01,-1.607940368553150562e-02
1.159999999999999964e+01,-2.078269579082876045e-02
1.160999999999999943e+01,-2.494789365775651122e-02
1.162000000000000099e+01,-3.069243698390957190e-02
1.163000000000000078e+01,-3.461117324332438350e-02
1.164000000000000057e+01,-3.779935952686806766e-02
1.165000000000000036e+01,-3.949132730823309151e-02
1.166000000000000014e+01,-4.224702445969345799e-02
1.166999999999999993e+01,-4.608339248627051771e-02
1.167999999999999972e+01,-4.054458444571944903e-02
1.168999999999999950e+01,-2.806361437753355365e-02
1.170000000000000107e+01,-1.372079908343636426e-02
1.171000000000000085e+01,-2.967759775943996925e-03
1.172000000000000064e+01,-7.772901906612723726e-03
1.173000000000000043e+01,-1.203127457560532187e-02
1.174000000000000021e+01,-3.287107909919176080e-03
1.175000000000000000e+01,3.731784090605006279e-03
1.175999999999999979e+01,6.920604738065388659e-03
1.176999999999999957e+01,8.581260031369008362e-03
1.177999999999999936e+01,1.340542203198398161e-02
1.179000000000000092e+01,2.293237349434612202e-02
1.180000000000000071e+01,2.172411798430128743e-02
1.181000000000000050e+01,1.678434354049375410e-02
1.182000000000000028e+01,2.236865248000096881e-02
1.183000000000000007e+01,2.566835639756227458e-02
1.183999999999999986e+01,1.781821307199502394e-02
1.184999999999999964e+01,4.496554350637069555e-03
1.185999999999999943e+01,-2.407116298511330615e-03
1.187000000000000099e+01,-7.308139773939221692e-05
1.188000000000000078e+01,1.155760910420806486e-03
1.189000000000000057e+01,4.038885536358522571e-04
1.190000000000000036e+01,-4.780907775637633153e-03
1.191000000000000014e+01,-1.335868368885755920e-02
1.191999999999999993e+01,-1.186306040310555927e-02
1.192999999999999972e+01,-4.065268506296767018e-03
1.193999999999999950e+01,7.449071123463405115e-04
1.195000000000000107e+01,4.379259716208058067e-03
1.196000000000000085e+01,9.739663992904490364e-03
1.197000000000000064e+01,1.429033615899898482e-02
1.198000000000000043e+01,7.789384479657169777e-03
1.199000000000000021e+01,-2.566752198047297581e-03
1.200000000000000000e+01,-8.146232719461691391e-05
1.200999999999999979e+01,9.543470558070281037e-03
1.201999999999999957e+01,1.613954544406408578e-02
1.203000000000000114e+01,1.426148365860407941e-02
1.204000000000000092e+01,7.472475497193169572e-03
1.205000000000000071e+01,9.970661745086028052e-03
1.206000000000000050e+01,1.741866351089057380e-02
1.207000000000000028e+01,1.841622643189700162e-02
1.208000000000000007e+01,1.549815838033995197e-02
1.208999999999999986e+01,1.358072842648383287e-02
1.209999999999999964e+01,1.328568031475413531e-02
1.210999999999999943e+01,9.742619787488870226e-03
1.212000000000000099e+01,5.263961690274414178e-03
1.213000000000000078e+01,8.121644098308084675e-03
1.214000000000000057e+01,1.349185782477394305e-02
1.215000000000000036e+01,1.193805082902162432e-02
1.216000000000000014e+01,6.859777260022032613e-03
1.216999999999999993e+01,4.274760843117040437e-03
1.217999999999999972e+01,-7.596912604118013362e-04
1.218999999999999950e+01,-6.349856568180880026e-03
1.220000000000000107e+01,-4.883061627225172147e-03
1.221000000000000085e+01,-1.429742198062614392e-03
1.222000000000000064e+01,1.501940720267209376e-05
1.223000000000000043e+01,1.565037131432889445e-04
1.224000000000000021e+01,1.828960509693858868e-03
1.225000000000000000e+01,8.865331370603832944e-03
1.225999999999999979e+01,1.493647579320015253e-02
1.226999999999999957e+01,1.778978257255978829e-02
1.228000000000000114e+01,2.119920778916074139e-02
1.229000000000000092e+01,2.194276297536161546e-02
1.230000000000000071e+01,2.129290462595352304e-02
1.231000000000000050e+01,2.180584023910471167e-02
1.232000000000000028e+01,1.852783759885015882e-02
1.233000000000000007e+01,1.175714811542339852e-02
1.233999999999999986e+01,7.653147288767393579e-03
1.234999999999999964e+01,7.493483065879715313e-03
1.235999999999999943e+01,7.197425428212085932e-03
1.237000000000000099e+01,2.033558131186080642e-03
1.238000000000000078e+01,-4.532885666228312488e-03
1.239000000000000057e+01,-6.750618856773901721e-03
1.240000000000000036e+01,-9.909534193937015109e-03
1.241000000000000014e+01,-1.429131855004482990e-02
1.241999999999999993e+01,-1.418763882794055534e-02
1.242999999999999972e+01,-1.368431971216392887e-02
1.243999999999999950e+01,-1.256597746494807905e-02
1.245000000000000107e+01,-1.010710389662806963e-02
1.246000000000000085e+01,-1.421471666266415496e-02
1.247000000000000064e+01,-1.993427362088908208e-02
1.248000000000000043e+01,-1.843349024089008595e-02
1.249000000000000021e+01,-1.460957402206696301e-02
1.250000000000000000e+01,-1.101212101614351332e-02
1.250999999999999979e+01,-9.622971097955866637e-03
1.251999999999999957e+01,-1.255005401159267099e-02
1.253000000000000114e+01,-1.209691533216313529e-02
1.254000000000000092e+01,-9.791713069241108139e-03
1.255000000000000071e+01,-1.044543488757632317e-02
1.256000000000000050e+01,-9.525581730876806971e-03
1.257000000000000028e+01,-8.597843119477838192e-03
1.258000000000000007e+01,-6.644628808750402231e-03
1.258999999999999986e+01,-2.868620718749206530e-03
1.259999999999999964e+01,-1.560288407634120422e-03
1.260999999999999943e+01,2.149957637463653995e-03
1.262000000000000099e+01,7.217192116096528970e-03
1.263000000000000078e+01,9.614614811670816122e-03
1.264000000000000057e+01,1.127446012501771323e-02
1.265000000000000036e+01,8.016165931105156961e-03
1.266000000000000014e+01,1.983492729311094483e-03
1.266999999999999993e+01,-1.577281363491738484e-03
1.267999999999999972e+01,-2.092284545613468279e-03
1.268999999999999950e+01,-2.296492733547023275e-05
1.270000000000000107e+01,-2.536053929928615801e-03
1.271000000000000085e+01,-6.796448230681346493e-03
1.272000000000000064e+01,-5.893187667743180445e-03
1.273000000000000043e+01,-4.337842668510120264e-03
1.274000000000000021e+01,-3.683616735904348544e-03
1.275000000000000000e+01,-3.408465721897670393e-03
1.275999999999999979e+01,-2.821086932408216168e-03
1.276999999999999957e+01,-1.582658089357745186e-03
1.278000000000000114e+01,-4.803130851639832947e-04
1.279000000000000092e+01,2.786151243157127411e-04
1.280000000000000071e+01,-3.789833156275378319e-04
1.281000000000000050e+01,6.410574406558867781e-04
1.282000000000000028e+01,3.476142056260083171e-03
1.283000000000000007e+01,6.212217319824357882e-03
1.283999999999999986e+01,6.569225329929118465e-03
1.284999999999999964e+01,3.104143501349708456e-03
1.285999999999999943e+01,3.608590768603006822e-03
1.287000000000000099e+01,6.757547432012169994e-03
1.288000000000000078e+01,7.394197863082822147e-03
1.289000000000000057e+01,7.254933245201081529e-03
1.290000000000000036e+01,4.324824685654102621e-03
1.291000000000000014e+01,3.557906120460313168e-03
1.291999999999999993e+01,6.821038582019429801e-03
1.292999999999999972e+01,6.382212862215713711e-03
1.293999999999999950e+01,3.268869169847670418e-03
1.295000000000000107e+01,2.954393633525307337e-03
1.296000000000000085e+01,4.687187771315864254e-03
1.297000000000000064e+01,3.532190184630659441e-03
1.298000000000000043e+01,6.047423311430506071e-04
1.299000000000000021e+01,-9.513434437285166060e-04
1.300000000000000000e+01,-2.208415622488577208e-03
1.300999999999999979e+01,-2.702756598457835106e-03
1.301999999999999957e+01,-4.472580311830121058e-03
1.303000000000000114e+01,-7.197283123368104427e-03
1.304000000000000092e+01,-8.708390526400360682e-03
1.305000000000000071e+01,-1.113779843396115951e-02
1.306000000000000050e+01,-1.048228642189302610e-02
1.307000000000000028e+01,-8.823873761632461399e-03
1.308000000000000007e+01,-1.204692485037239282e-02
1.308999999999999986e+01,-1.152096853757857836e-02
1.309999999999999964e+01,-7.525821766622368264e-03
1.310999999999999943e+01,-6.003469765879974017e-03
1.312000000000000099e+01,-3.432635094278583491e-03
1.313000000000000078e+01,-2.860629906867372813e-03
1.314000000000000057e+01,-4.130097162067883527e-03
1.315000000000000036e+01,-3.955377293829605984e-03
1.316000000000000014e+01,-5.656707086488016803e-03
1.316999999999999993e+01,-7.685876598290334281e-03
1.317999999999999972e+01,-7.900883186543194991e-03
1.318999999999999950e+01,-6.778678431949569649e-03
1.320000000000000107e+01,-6.418888761726497180e-03
1.321000000000000085e+01,-9.833207432812730159e-03
1.322000000000000064e+01,-1.299724246038695165e-02
1.323000000000000043e+01,-1.344213076183374198e-02
1.324000000000000021e+01,-1.357521066539238777e-02
1.325000000000000000e+01,-1.202918241046990917e-02
1.325999999999999979e+01,-1.083608553039265565e-02
1.326999999999999957e+01,-1.284327039306687804e-02
1.328000000000000114e+01,-1.481032618767849120e-02
1.329000000000000092e+01,-1.716366598781269431e-02
1.330000000000000071e+01,-1.913634427442993668e-02
1.331000000000000050e+01,-1.748105552893682024e-02
1.332000000000000028e+01,-1.417377007458528980e-02
1.333000000000000007e+01,-1.018890940629249217e-02
1.333999999999999986e+01,-8.366306548776075366e-03
1.334999999999999964e+01,-1.007492956174090709e-02
1.335999999999999943e+01,-1.061351871402080663e-02
1.337000000000000099e+01,-9.798774328221683885e-03
1.338000000000000078e+01,-8.489234184403029321e-03
1.339000000000000057e+01,-6.414816980475702632e-03
1.340000000000000036e+01,-5.042080968390020082e-03
1.341000000000000014e+01,-3.869550520855239827e-03
1.341999999999999993e+01,-3.371879211002652785e-03
1.342999999999999972e+01,-4.230915475050598708e-03
1.343999999999999950e+01,-4.545627688628515323e-03
1.345000000000000107e+01,-3.706886781898289553e-03
1.346000000000000085e+01,-3.008011549679894155e-03
1.347000000000000064e+01,-2.511247608291431420e-03
1.348000000000000043e+01,-1.932316417686553642e-03
1.349000000000000021e+01,-3.093367989905716937e-03
1.350000000000000000e+01,-5.209414146766184160e-03
1.350999999999999979e+01,-5.610009333254342527e-03
1.351999999999999957e+01,-6.770813942602016064e-03
1.353000000000000114e+01,-9.419619908302333255e-03
1.354000000000000092e+01,-9.980505725379536577e-03
1.355000000000000071e+01,-1.046616023814643873e-02
1.356000000000000050e+01,-1.255817049148416978e-02
1.357000000000000028e+01,-1.295122620888587706e-02
1.358000000000000007e+01,-1.244641374182914144e-02
1.358999999999999986e+01,-1.173883622010643210e-02
1.359999999999999964e+01,-1.059852235689513061e-02
1.360999999999999943e+01,-1.118309185850261366e-02
1.362000000000000099e+01,-1.065567836183163239e-02
1.363000000000000078e+01,-8.751509945745524627e-03
1.364000000000000057e+01,-8.172959952229960287e-03
1.365000000000000036e+01,-6.241533170224806103e-03
1.366000000000000014e+01,-4.173844961594216918e-03
1.366999999999999993e+01,-3.033085153255498170e-03
1.367999999999999972e+01,-1.167630829557019662e-04
1.368999999999999950e+01,3.229130478979689439e-03
1.370000000000000107e+01,5.331604189446630462e-03
1.371000000000000085e+01,5.712990572506874629e-03
1.372000000000000064e+01,6.029286120208683306e-03
1.373000000000000043e+01,6.765594095947196143e-03
1.374000000000000021e+01,4.987752075141708638e-03
1.375000000000000000e+01,3.370755059288976091e-03
1.375999999999999979e+01,3.875288373747459367e-03
1.376999999999999957e+01,3.483154652125198050e-03
1.378000000000000114e+01,2.890734250445401235e-03
1.379000000000000092e+01,2.405708422880248505e-03
1.380000000000000071e+01,1.680189294716340209e-03
1.381000000000000050e+01,2.695345065262285192e-03
1.382000000000000028e+01,3.409714328016046070e-03
1.383000000000000007e+01,2.174439499651342235e-03
1.383999999999999986e+01,1.383286605060192118e-03
1.384999999999999964e+01,1.223596950190180416e-03
1.385999999999999943e+01,9.303444276956875092e-04
1.387000000000000099e+01,2.357292710739042688e-04
1.388000000000000078e+01,-6.855288126949698330e-04
1.389000000000000057e+01,-1.213364142292286223e-03
1.390000000000000036e+01,-2.016074653694811033e-03
1.391000000000000014e+01,-3.140267953703670262e-03
1.391999999999999993e+01,-4.449600218658061879e-03
1.392999999999999972e+01,-5.032027052315355721e-03
1.393999999999999950e+01,-3.886933739173447679e-03
1.395000000000000107e+01,-2.720577571493015302e-03
1.396000000000000085e+01,-2.780687914455807520e-03
1.397000000000000064e+01,-4.044413319346641320e-03
1.398000000000000043e+01,-4.338503003335934458e-03
1.399000000000000021e+01,-2.546825428973545878e-03
1.400000000000000000e+01,-1.562732376938965120e-03
1.400999999999999979e+01,-8.211727375539816520e-04
1.401999999999999957e+01,-2.399272866104255192e-05
1.403000000000000114e+01,-1.273554337064670104e-03
1.404000000000000092e+01,-2.130921942046950894e-03
1.405000000000000071e+01,-1.977798044294178364e-03
1.406000000000000050e+01,-2.203937151605966493e-03
1.407000000000000028e+01,-1.339778119516759139e-03
1.408000000000000007e+01,-5.652404076457243076e-04
1.408999999999999986e+01,-1.736206041941341580e-03
1.409999999999999964e+01,-3.671093348176357376e-03
1.410999999999999943e+01,-5.016325087355057513e-03
1.412000000000000099e+01,-4.987190928907271267e-03
1.413000000000000078e+01,-3.873584961027959263e-03
1.414000000000000057e+01,-2.768369925551408210e-03
1.415000000000000036e+01,-2.040704183245801735e-03
1.416000000000000014e+01,-1.509827248631615340e-03
1.416999999999999993e+01,-1.420346425009782858e-03
1.417999999999999972e+01,-1.352315571352302043e-03
1.418999999999999950e+01,-3.500323340071571226e-04
1.420000000000000107e+01,4.815649681362771731e-04
1.421000000000000085e+01,5.320703606919788275e-04
1.422000000000000064e+01,5.521472682043036123e-04
1.423000000000000043e+01,2.985431450327445668e-04
1.424000000000000021e+01,5.037007512446144142e-05
1.425000000000000000e+01,-4.101765155026240381e-04
1.425999999999999979e+01,-1.129615641911674469e-03
1.426999999999999957e+01,-1.104734190566351339e-03
1.428000000000000114e+01,-1.761554018269055350e-03
1.429000000000000092e+01,-3.489266735940895446e-03
1.430000000000000071e+01,-3.933732845691789715e-03
1.431000000000000050e+01,-3.527792139553360268e-03
1.432000000000000028e+01,-3.918435224052013548e-03
1.433000000000000007e+01,-4.656699626016841051e-03
1.433999999999999986e+01,-5.303744571663568039e-03
1.434999999999999964e+01,-5.847058365505306173e-03
1.435999999999999943e+01,-6.330551231011363918e-03
1.437000000000000099e+01,-6.937297369625234321e-03
1.438000000000000078e+01,-7.450582573159366187e-03
1.439000000000000057e+01,-7.839313143108501275e-03
1.440000000000000036e+01,-7.902439995404891143e-03
1.441000000000000014e+01,-7.967547129737684308e-03
1.441999999999999993e+01,-8.396413147666106913e-03
1.442999999999999972e+01,-8.091391491268157959e-03
1.443999999999999950e+01,-7.427317110031308837e-03
1.445000000000000107e+01,-6.969344201422909314e-03
1.446000000000000085e+01,-6.348336294137293945e-03
1.447000000000000064e+01,-6.130436658386085626e-03
1.448000000000000043e+01,-5.372471643797718452e-03
1.449000000000000021e+01,-3.815197135595463016e-03
1.450000000000000000e+01,-2.672175876202374269e-03
1.450999999999999979e+01,-1.270575710512525901e-03
1.451999999999999957e+01,4.605906262074100158e-04
1.453000000000000114e+01,1.679359785246079158e-03
1.454000000000000092e+01,3.157841602006147830e-03
1.455000000000000071e+01,5.134934739378222562e-03
1.456000000000000050e+01,6.210731495444991174e-03
1.457000000000000028e+01,6.416692637927354920e-03
1.458000000000000007e+01,6.178983954003593876e-03
1.458999999999999986e+01,5.372115806517800685e-03
1.459999999999999964e+01,5.163649809192828385e-03
1.460999999999999943e+01,5.200869889738942570e-03
1.462000000000000099e+01,4.525971777350073361e-03
1.463000000000000078e+01,3.807763808165665065e-03
1.464000000000000057e+01,3.231445357795740408e-03
1.465000000000000036e+01,2.887015127465495344e-03
1.466000000000000014e+01,2.204820774967389437e-03
1.466999999999999993e+01,1.072028002278376316e-03
1.467999999999999972e+01,8.746376452509595917e-04
1.468999999999999950e+01,1.257483221183064263e-03
1.470000000000000107e+01,1.442950556835197011e-03
1.471000000000000085e+01,1.499036501496372673e-03
1.472000000000000064e+01,1.393346636058718016e-03
1.473000000000000043e+01,1.677742405379748294e-03
1.474000000000000021e+01,2.177483444330098779e-03
1.475000000000000000e+01,2.152117356341167777e-03
1.475999999999999979e+01,1.543160198266587194e-03
1.476999999999999957e+01,9.827439538713633044e-04
1.478000000000000114e+01,1.070485581693841892e-03
1.479000000000000092e+01,1.186900267721051772e-03
1.480000000000000071e+01,9.306907086590325735e-04
1.481000000000000050e+01,5.542464978829384284e-04
1.482000000000000028e+01,4.836549868381155928e-04
1.483000000000000007e+01,1.212675274394957141e-03
1.483999999999999986e+01,1.730307448691262469e-03
1.484999999999999964e+01,1.350102565187433039e-03
